trackId:ID,name,composer,milliseconds:int,bytes:int,unitPrice:float,:LABEL
track878,"O Mestre-Sala dos Mares",NULL,186226,6180414,0.99,Track
track879,"Atrás da Porta",NULL,166608,5432518,0.99,Track
track880,"Dois Pra Lá; Dois Pra Cá",NULL,263026,8684639,0.99,Track
track881,"Casa no Campo",NULL,170788,5531841,0.99,Track
track882,"Romaria",NULL,242834,7968525,0.99,Track
track883,"Alô; Alô; Marciano",NULL,241397,8137254,0.99,Track
track884,"Me Deixas Louca",NULL,214831,6888030,0.99,Track
track885,"Fascinação",NULL,180793,5793959,0.99,Track
track886,"Saudosa Maloca",NULL,278125,9059416,0.99,Track
track887,"As Aparências Enganam",NULL,247379,8014346,0.99,Track
track888,"Madalena",NULL,157387,5243721,0.99,Track
track889,"Maria Rosa",NULL,232803,7592504,0.99,Track
track890,"Aprendendo A Jogar",NULL,290664,9391041,0.99,Track
track891,"Layla","Clapton/Gordon",430733,14115792,0.99,Track
track892,"Badge","Clapton/Harrison",163552,5322942,0.99,Track
track893,"I Feel Free","Bruce/Clapton",174576,5725684,0.99,Track
track894,"Sunshine Of Your Love","Bruce/Clapton",252891,8225889,0.99,Track
track895,"Crossroads","Clapton/Robert Johnson Arr: Eric Clapton",253335,8273540,0.99,Track
track896,"Strange Brew","Clapton/Collins/Pappalardi",167810,5489787,0.99,Track
track897,"White Room","Bruce/Clapton",301583,9872606,0.99,Track
track898,"Bell Bottom Blues","Clapton",304744,9946681,0.99,Track
track899,"Cocaine","Cale/Clapton",215928,7138399,0.99,Track
track900,"I Shot The Sheriff","Marley",263862,8738973,0.99,Track
track901,"After Midnight","Clapton/J. J. Cale",191320,6460941,0.99,Track
track902,"Swing Low Sweet Chariot","Clapton/Trad. Arr. Clapton",208143,6896288,0.99,Track
track903,"Lay Down Sally","Clapton/Levy",231732,7774207,0.99,Track
track904,"Knockin On Heavens Door","Clapton/Dylan",264411,8758819,0.99,Track
track905,"Wonderful Tonight","Clapton",221387,7326923,0.99,Track
track906,"Let It Grow","Clapton",297064,9742568,0.99,Track
track907,"Promises","Clapton/F.eldman/Linn",180401,6006154,0.99,Track
track908,"I Can't Stand It","Clapton",249730,8271980,0.99,Track
track909,"Signe","Eric Clapton",193515,6475042,0.99,Track
track910,"Before You Accuse Me","Eugene McDaniel",224339,7456807,0.99,Track
track911,"Hey Hey","Big Bill Broonzy",196466,6543487,0.99,Track
track912,"Tears In Heaven","Eric Clapton; Will Jennings",274729,9032835,0.99,Track
track913,"Lonely Stranger","Eric Clapton",328724,10894406,0.99,Track
track914,"Nobody Knows You When You're Down & Out","Jimmy Cox",231836,7669922,0.99,Track
track915,"Layla","Eric Clapton; Jim Gordon",285387,9490542,0.99,Track
track916,"Running On Faith","Jerry Lynn Williams",378984,12536275,0.99,Track
track917,"Walkin' Blues","Robert Johnson",226429,7435192,0.99,Track
track918,"Alberta","Traditional",222406,7412975,0.99,Track
track919,"San Francisco Bay Blues","Jesse Fuller",203363,6724021,0.99,Track
track920,"Malted Milk","Robert Johnson",216528,7096781,0.99,Track
track921,"Old Love","Eric Clapton; Robert Cray",472920,15780747,0.99,Track
track922,"Rollin' And Tumblin'","McKinley Morgenfield (Muddy Waters)",251768,8407355,0.99,Track
track923,"Collision","Jon Hudson/Mike Patton",204303,6656596,0.99,Track
track924,"Stripsearch","Jon Hudson/Mike Bordin/Mike Patton",270106,8861119,0.99,Track
track925,"Last Cup Of Sorrow","Bill Gould/Mike Patton",251663,8221247,0.99,Track
track926,"Naked In Front Of The Computer","Mike Patton",128757,4225077,0.99,Track
track927,"Helpless","Bill Gould/Mike Bordin/Mike Patton",326217,10753135,0.99,Track
track928,"Mouth To Mouth","Bill Gould/Jon Hudson/Mike Bordin/Mike Patton",228493,7505887,0.99,Track
track929,"Ashes To Ashes","Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum",217391,7093746,0.99,Track
track930,"She Loves Me Not","Bill Gould/Mike Bordin/Mike Patton",209867,6887544,0.99,Track
track931,"Got That Feeling","Mike Patton",140852,4643227,0.99,Track
track932,"Paths Of Glory","Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum",257253,8436300,0.99,Track
track933,"Home Sick Home","Mike Patton",119040,3898976,0.99,Track
track934,"Pristina","Bill Gould/Mike Patton",232698,7497361,0.99,Track
track935,"Land Of Sunshine",NULL,223921,7353567,0.99,Track
track936,"Caffeine",NULL,267937,8747367,0.99,Track
track937,"Midlife Crisis",NULL,263235,8628841,0.99,Track
track938,"RV",NULL,223242,7288162,0.99,Track
track939,"Smaller And Smaller",NULL,310831,10180103,0.99,Track
track940,"Everything's Ruined",NULL,273658,9010917,0.99,Track
track941,"Malpractice",NULL,241371,7900683,0.99,Track
track942,"Kindergarten",NULL,270680,8853647,0.99,Track
track943,"Be Aggressive",NULL,222432,7298027,0.99,Track
track944,"A Small Victory",NULL,297168,9733572,0.99,Track
track945,"Crack Hitler",NULL,279144,9162435,0.99,Track
track946,"Jizzlobber",NULL,398341,12926140,0.99,Track
track947,"Midnight Cowboy",NULL,251924,8242626,0.99,Track
track948,"Easy",NULL,185835,6073008,0.99,Track
track949,"Get Out","Mike Bordin; Billy Gould; Mike Patton",137482,4524972,0.99,Track
track950,"Ricochet","Mike Bordin; Billy Gould; Mike Patton",269400,8808812,0.99,Track
track951,"Evidence","Mike Bordin; Billy Gould; Mike Patton; Trey Spruance",293590,9626136,0.99,Track
track952,"The Gentle Art Of Making Enemies","Mike Bordin; Billy Gould; Mike Patton",209319,6908609,0.99,Track
track953,"Star A.D.","Mike Bordin; Billy Gould; Mike Patton",203807,6747658,0.99,Track
track954,"Cuckoo For Caca","Mike Bordin; Billy Gould; Mike Patton; Trey Spruance",222902,7388369,0.99,Track
track955,"Caralho Voador","Mike Bordin; Billy Gould; Mike Patton; Trey Spruance",242102,8029054,0.99,Track
track956,"Ugly In The Morning","Mike Bordin; Billy Gould; Mike Patton",186435,6224997,0.99,Track
track957,"Digging The Grave","Mike Bordin; Billy Gould; Mike Patton",185129,6109259,0.99,Track
track958,"Take This Bottle","Mike Bordin; Billy Gould; Mike Patton; Trey Spruance",298997,9779971,0.99,Track
track959,"King For A Day","Mike Bordin; Billy Gould; Mike Patton; Trey Spruance",395859,13163733,0.99,Track
track960,"What A Day","Mike Bordin; Billy Gould; Mike Patton",158275,5203430,0.99,Track
track961,"The Last To Know","Mike Bordin; Billy Gould; Mike Patton",267833,8736776,0.99,Track
track962,"Just A Man","Mike Bordin; Billy Gould; Mike Patton",336666,11031254,0.99,Track
track963,"Absolute Zero","Mike Bordin; Billy Gould; Mike Patton",181995,5929427,0.99,Track
track964,"From Out Of Nowhere","Faith No More",202527,6587802,0.99,Track
track965,"Epic","Faith No More",294008,9631296,0.99,Track
track966,"Falling To Pieces","Faith No More",316055,10333123,0.99,Track
track967,"Surprise! You're Dead!","Faith No More",147226,4823036,0.99,Track
track968,"Zombie Eaters","Faith No More",360881,11835367,0.99,Track
track969,"The Real Thing","Faith No More",493635,16233080,0.99,Track
track970,"Underwater Love","Faith No More",231993,7634387,0.99,Track
track971,"The Morning After","Faith No More",223764,7355898,0.99,Track
track972,"Woodpecker From Mars","Faith No More",340532,11174250,0.99,Track
track973,"War Pigs","Tony Iommi; Bill Ward; Geezer Butler; Ozzy Osbourne",464770,15267802,0.99,Track
track974,"Edge Of The World","Faith No More",250357,8235607,0.99,Track
track975,"Deixa Entrar",NULL,33619,1095012,0.99,Track
track976,"Falamansa Song",NULL,237165,7921313,0.99,Track
track977,"Xote Dos Milagres",NULL,269557,8897778,0.99,Track
track978,"Rindo À Toa",NULL,222066,7365321,0.99,Track
track979,"Confidência",NULL,222197,7460829,0.99,Track
track980,"Forró De Tóquio",NULL,169273,5588756,0.99,Track
track981,"Zeca Violeiro",NULL,143673,4781949,0.99,Track
track982,"Avisa",NULL,355030,11844320,0.99,Track
track983,"Principiando/Decolagem",NULL,116767,3923789,0.99,Track
track984,"Asas",NULL,231915,7711669,0.99,Track
track985,"Medo De Escuro",NULL,213760,7056323,0.99,Track
track986,"Oração",NULL,271072,9003882,0.99,Track
track987,"Minha Gata",NULL,181838,6039502,0.99,Track
track988,"Desaforo",NULL,174524,5853561,0.99,Track
track989,"In Your Honor","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett",230191,7468463,0.99,Track
track990,"No Way Back","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett",196675,6421400,0.99,Track
track991,"Best Of You","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett",255712,8363467,0.99,Track
track992,"DOA","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett",252186,8232342,0.99,Track
track993,"Hell","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett",117080,3819255,0.99,Track
track994,"The Last Song","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett",199523,6496742,0.99,Track
track995,"Free Me","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett",278700,9109340,0.99,Track
track996,"Resolve","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett",288731,9416186,0.99,Track
track997,"The Deepest Blues Are Black","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett",238419,7735473,0.99,Track
track998,"End Over End","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett",352078,11395296,0.99,Track
track999,"Still","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett/FOO FIGHTERS",313182,10323157,0.99,Track
track1000,"What If I Do?","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett/FOO FIGHTERS",302994,9929799,0.99,Track
track1001,"Miracle","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett/FOO FIGHTERS",209684,6877994,0.99,Track
track1002,"Another Round","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett/FOO FIGHTERS",265848,8752670,0.99,Track
track1003,"Friend Of A Friend","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett/FOO FIGHTERS",193280,6355088,0.99,Track
track1004,"Over And Out","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett/FOO FIGHTERS",316264,10428382,0.99,Track
track1005,"On The Mend","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett/FOO FIGHTERS",271908,9071997,0.99,Track
track1006,"Virginia Moon","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett/FOO FIGHTERS",229198,7494639,0.99,Track
track1007,"Cold Day In The Sun","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett/FOO FIGHTERS",200724,6596617,0.99,Track
track1008,"Razor","Dave Grohl; Taylor Hawkins; Nate Mendel; Chris Shiflett/FOO FIGHTERS",293276,9721373,0.99,Track
track1009,"All My Life","Foo Fighters",263653,8665545,0.99,Track
track1010,"Low","Foo Fighters",268120,8847196,0.99,Track
track1011,"Have It All","Foo Fighters",298057,9729292,0.99,Track
track1012,"Times Like These","Foo Fighters",266370,8624691,0.99,Track
track1013,"Disenchanted Lullaby","Foo Fighters",273528,8919111,0.99,Track
track1014,"Tired Of You","Foo Fighters",311353,10094743,0.99,Track
track1015,"Halo","Foo Fighters",306442,10026371,0.99,Track
track1016,"Lonely As You","Foo Fighters",277185,9022628,0.99,Track
track1017,"Overdrive","Foo Fighters",270550,8793187,0.99,Track
track1018,"Burn Away","Foo Fighters",298396,9678073,0.99,Track
track1019,"Come Back","Foo Fighters",469968,15371980,0.99,Track
track1020,"Doll","Dave; Taylor; Nate; Chris",83487,2702572,0.99,Track
track1021,"Monkey Wrench","Dave; Taylor; Nate; Chris",231523,7527531,0.99,Track
track1022,"Hey; Johnny Park!","Dave; Taylor; Nate; Chris",248528,8079480,0.99,Track
track1023,"My Poor Brain","Dave; Taylor; Nate; Chris",213446,6973746,0.99,Track
track1024,"Wind Up","Dave; Taylor; Nate; Chris",152163,4950667,0.99,Track
track1025,"Up In Arms","Dave; Taylor; Nate; Chris",135732,4406227,0.99,Track
track1026,"My Hero","Dave; Taylor; Nate; Chris",260101,8472365,0.99,Track
track1027,"See You","Dave; Taylor; Nate; Chris",146782,4888173,0.99,Track
track1028,"Enough Space","Dave Grohl",157387,5169280,0.99,Track
track1029,"February Stars","Dave; Taylor; Nate; Chris",289306,9344875,0.99,Track
track1030,"Everlong","Dave Grohl",250749,8270816,0.99,Track
track1031,"Walking After You","Dave Grohl",303856,9898992,0.99,Track
track1032,"New Way Home","Dave; Taylor; Nate; Chris",342230,11205664,0.99,Track
track1033,"My Way","claude françois/gilles thibault/jacques revaux/paul anka",275879,8928684,0.99,Track
track1034,"Strangers In The Night","berthold kaempfert/charles singleton/eddie snyder",155794,5055295,0.99,Track
track1035,"New York; New York","fred ebb/john kander",206001,6707993,0.99,Track
track1036,"I Get A Kick Out Of You","cole porter",194429,6332441,0.99,Track
track1037,"Something Stupid","carson c. parks",158615,5210643,0.99,Track
track1038,"Moon River","henry mancini/johnny mercer",198922,6395808,0.99,Track
track1039,"What Now My Love","carl sigman/gilbert becaud/pierre leroyer",149995,4913383,0.99,Track
track1040,"Summer Love","hans bradtke/heinz meier/johnny mercer",174994,5693242,0.99,Track
track1041,"For Once In My Life","orlando murden/ronald miller",171154,5557537,0.99,Track
track1042,"Love And Marriage","jimmy van heusen/sammy cahn",89730,2930596,0.99,Track
track1043,"They Can't Take That Away From Me","george gershwin/ira gershwin",161227,5240043,0.99,Track
track1044,"My Kind Of Town","jimmy van heusen/sammy cahn",188499,6119915,0.99,Track
track1045,"Fly Me To The Moon","bart howard",149263,4856954,0.99,Track
track1046,"I've Got You Under My Skin","cole porter",210808,6883787,0.99,Track
track1047,"The Best Is Yet To Come","carolyn leigh/cy coleman",173583,5633730,0.99,Track
track1048,"It Was A Very Good Year","ervin drake",266605,8554066,0.99,Track
track1049,"Come Fly With Me","jimmy van heusen/sammy cahn",190458,6231029,0.99,Track
track1050,"That's Life","dean kay thompson/kelly gordon",187010,6095727,0.99,Track
track1051,"The Girl From Ipanema","antonio carlos jobim/norman gimbel/vinicius de moraes",193750,6410674,0.99,Track
track1052,"The Lady Is A Tramp","lorenz hart/richard rodgers",184111,5987372,0.99,Track
track1053,"Bad; Bad Leroy Brown","jim croce",169900,5548581,0.99,Track
track1054,"Mack The Knife","bert brecht/kurt weill/marc blitzstein",292075,9541052,0.99,Track
track1055,"Loves Been Good To Me","rod mckuen",203964,6645365,0.99,Track
track1056,"L.A. Is My Lady","alan bergman/marilyn bergman/peggy lipton jones/quincy jones",193175,6378511,0.99,Track
track1057,"Entrando Na Sua (Intro)",NULL,179252,5840027,0.99,Track
track1058,"Nervosa",NULL,229537,7680421,0.99,Track
track1059,"Funk De Bamba (Com Fernanda Abreu)",NULL,237191,7866165,0.99,Track
track1060,"Call Me At Cleo´s",NULL,236617,7920510,0.99,Track
track1061,"Olhos Coloridos (Com Sandra De Sá)",NULL,321332,10567404,0.99,Track
track1062,"Zambação",NULL,301113,10030604,0.99,Track
track1063,"Funk Hum",NULL,244453,8084475,0.99,Track
track1064,"Forty Days (Com DJ Hum)",NULL,221727,7347172,0.99,Track
track1065,"Balada Da Paula","Emerson Villani",322821,10603717,0.99,Track
track1066,"Dujji",NULL,324597,10833935,0.99,Track
track1067,"Meu Guarda-Chuva",NULL,248528,8216625,0.99,Track
track1068,"Motéis",NULL,213498,7041077,0.99,Track
track1069,"Whistle Stop",NULL,526132,17533664,0.99,Track
track1070,"16 Toneladas",NULL,191634,6390885,0.99,Track
track1071,"Divirta-Se (Saindo Da Sua)",NULL,74919,2439206,0.99,Track
track1072,"Forty Days Instrumental",NULL,292493,9584317,0.99,Track
track1073,"Óia Eu Aqui De Novo",NULL,219454,7469735,0.99,Track
track1074,"Baião Da Penha",NULL,247928,8393047,0.99,Track
track1075,"Esperando Na Janela","Manuca/Raimundinho DoAcordion/Targino Godim",261041,8660617,0.99,Track
track1076,"Juazeiro","Humberto Teixeira/Luiz Gonzaga",222275,7349779,0.99,Track
track1077,"Último Pau-De-Arara","Corumbá/José Gumarães/Venancio",200437,6638563,0.99,Track
track1078,"Asa Branca","Humberto Teixeira/Luiz Gonzaga",217051,7387183,0.99,Track
track1079,"Qui Nem Jiló","Humberto Teixeira/Luiz Gonzaga",204695,6937472,0.99,Track
track1080,"Assum Preto","Humberto Teixeira/Luiz Gonzaga",199653,6625000,0.99,Track
track1081,"Pau-De-Arara","Guio De Morais E Seus Parentes/Luiz Gonzaga",191660,6340649,0.99,Track
track1082,"A Volta Da Asa Branca","Luiz Gonzaga/Zé Dantas",271020,9098093,0.99,Track
track1083,"O Amor Daqui De Casa","Gilberto Gil",148636,4888292,0.99,Track
track1084,"As Pegadas Do Amor","Gilberto Gil",209136,6899062,0.99,Track
track1085,"Lamento Sertanejo","Dominguinhos/Gilberto Gil",260963,8518290,0.99,Track
track1086,"Casinha Feliz","Gilberto Gil",32287,1039615,0.99,Track
track1087,"Introdução (Live)",NULL,154096,5227579,0.99,Track
track1088,"Palco (Live)",NULL,238315,8026622,0.99,Track
track1089,"Is This Love (Live)",NULL,295262,9819759,0.99,Track
track1090,"Stir It Up (Live)",NULL,282409,9594738,0.99,Track
track1091,"Refavela (Live)",NULL,236695,7985305,0.99,Track
track1092,"Vendedor De Caranguejo (Live)",NULL,248842,8358128,0.99,Track
track1093,"Quanta (Live)",NULL,357485,11774865,0.99,Track
track1094,"Estrela (Live)",NULL,285309,9436411,0.99,Track
track1095,"Pela Internet (Live)",NULL,263471,8804401,0.99,Track
track1096,"Cérebro Eletrônico (Live)",NULL,231627,7805352,0.99,Track
track1097,"Opachorô (Live)",NULL,259526,8596384,0.99,Track
track1098,"Copacabana (Live)",NULL,289671,9673672,0.99,Track
track1099,"A Novidade (Live)",NULL,316969,10508000,0.99,Track
track1100,"Ghandi (Live)",NULL,222458,7481950,0.99,Track
track1101,"De Ouro E Marfim (Live)",NULL,234971,7838453,0.99,Track
track1102,"Doce De Carnaval (Candy All)",NULL,356101,11998470,0.99,Track
track1103,"Lamento De Carnaval",NULL,294530,9819276,0.99,Track
track1104,"Pretinha",NULL,265273,8914579,0.99,Track
track1105,"A Novidade","Gilberto Gil",324780,10765600,0.99,Track
track1106,"Tenho Sede","Gilberto Gil",261616,8708114,0.99,Track
track1107,"Refazenda","Gilberto Gil",218305,7237784,0.99,Track
track1108,"Realce","Gilberto Gil",264489,8847612,0.99,Track
track1109,"Esotérico","Gilberto Gil",317779,10530533,0.99,Track
track1110,"Drão","Gilberto Gil",301453,9931950,0.99,Track
track1111,"A Paz","Gilberto Gil",293093,9593064,0.99,Track
track1112,"Beira Mar","Gilberto Gil",295444,9597994,0.99,Track
track1113,"Sampa","Gilberto Gil",225697,7469905,0.99,Track
track1114,"Parabolicamará","Gilberto Gil",284943,9543435,0.99,Track
track1115,"Tempo Rei","Gilberto Gil",302733,10019269,0.99,Track
track1116,"Expresso 2222","Gilberto Gil",284760,9690577,0.99,Track
track1117,"Aquele Abraço","Gilberto Gil",263993,8805003,0.99,Track
track1118,"Palco","Gilberto Gil",270550,9049901,0.99,Track
track1119,"Toda Menina Baiana","Gilberto Gil",278177,9351000,0.99,Track
track1120,"Sítio Do Pica-Pau Amarelo","Gilberto Gil",218070,7217955,0.99,Track
track1121,"Straight Out Of Line","Sully Erna",259213,8511877,0.99,Track
track1122,"Faceless","Sully Erna",216006,6992417,0.99,Track
track1123,"Changes","Sully Erna; Tony Rombola",260022,8455835,0.99,Track
track1124,"Make Me Believe","Sully Erna",248607,8075050,0.99,Track
track1125,"I Stand Alone","Sully Erna",246125,8017041,0.99,Track
track1126,"Re-Align","Sully Erna",260884,8513891,0.99,Track
track1127,"I Fucking Hate You","Sully Erna",247170,8059642,0.99,Track
track1128,"Releasing The Demons","Sully Erna",252760,8276372,0.99,Track
track1129,"Dead And Broken","Sully Erna",251454,8206611,0.99,Track
track1130,"I Am","Sully Erna",239516,7803270,0.99,Track
track1131,"The Awakening","Sully Erna",89547,3035251,0.99,Track
track1132,"Serenity","Sully Erna; Tony Rombola",274834,9172976,0.99,Track
track1133,"American Idiot","Billie Joe Armstrong; Mike Dirnt; Tré Cool",174419,5705793,0.99,Track
track1134,"Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home","Billie Joe Armstrong/Green Day",548336,17875209,0.99,Track
track1135,"Holiday","Billie Joe Armstrong; Mike Dirnt; Tré Cool",232724,7599602,0.99,Track
track1136,"Boulevard Of Broken Dreams","Mike Dint; Billie Joe; Tré Cool",260858,8485122,0.99,Track
track1137,"Are We The Waiting","Green Day",163004,5328329,0.99,Track
track1138,"St. Jimmy","Green Day",175307,5716589,0.99,Track
track1139,"Give Me Novacaine","Green Day",205871,6752485,0.99,Track
track1140,"She's A Rebel","Green Day",120528,3901226,0.99,Track
track1141,"Extraordinary Girl","Green Day",214021,6975177,0.99,Track
track1142,"Letterbomb","Green Day",246151,7980902,0.99,Track
track1143,"Wake Me Up When September Ends","Mike Dint; Billie Joe; Tré Cool",285753,9325597,0.99,Track
track1144,"Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again","Mike Dirnt/Tré Cool",558602,18139840,0.99,Track
track1145,"Whatsername","Green Day",252316,8244843,0.99,Track
track1146,"Welcome to the Jungle",NULL,273552,4538451,0.99,Track
track1147,"It's So Easy",NULL,202824,3394019,0.99,Track
track1148,"Nightrain",NULL,268537,4457283,0.99,Track
track1149,"Out Ta Get Me",NULL,263893,4382147,0.99,Track
track1150,"Mr. Brownstone",NULL,228924,3816323,0.99,Track
track1151,"Paradise City",NULL,406347,6687123,0.99,Track
track1152,"My Michelle",NULL,219961,3671299,0.99,Track
track1153,"Think About You",NULL,231640,3860275,0.99,Track
track1154,"Sweet Child O' Mine",NULL,356424,5879347,0.99,Track
track1155,"You're Crazy",NULL,197135,3301971,0.99,Track
track1156,"Anything Goes",NULL,206400,3451891,0.99,Track
track1157,"Rocket Queen",NULL,375349,6185539,0.99,Track
track1158,"Right Next Door to Hell",NULL,182321,3175950,0.99,Track
track1159,"Dust N' Bones",NULL,298374,5053742,0.99,Track
track1160,"Live and Let Die",NULL,184016,3203390,0.99,Track
track1161,"Don't Cry (Original)",NULL,284744,4833259,0.99,Track
track1162,"Perfect Crime",NULL,143637,2550030,0.99,Track
track1163,"You Ain't the First",NULL,156268,2754414,0.99,Track
track1164,"Bad Obsession",NULL,328282,5537678,0.99,Track
track1165,"Back off Bitch",NULL,303436,5135662,0.99,Track
track1166,"Double Talkin' Jive",NULL,203637,3520862,0.99,Track
track1167,"November Rain",NULL,537540,8923566,0.99,Track
track1168,"The Garden",NULL,322175,5438862,0.99,Track
track1169,"Garden of Eden",NULL,161539,2839694,0.99,Track
track1170,"Don't Damn Me",NULL,318901,5385886,0.99,Track
track1171,"Bad Apples",NULL,268351,4567966,0.99,Track
track1172,"Dead Horse",NULL,257600,4394014,0.99,Track
track1173,"Coma",NULL,616511,10201342,0.99,Track
track1174,"Civil War","Duff McKagan/Slash/W. Axl Rose",461165,15046579,0.99,Track
track1175,"14 Years","Izzy Stradlin'/W. Axl Rose",261355,8543664,0.99,Track
track1176,"Yesterdays","Billy/Del James/W. Axl Rose/West Arkeen",196205,6398489,0.99,Track
track1177,"Knockin' On Heaven's Door","Bob Dylan",336457,10986716,0.99,Track
track1178,"Get In The Ring","Duff McKagan/Slash/W. Axl Rose",341054,11134105,0.99,Track
track1179,"Shotgun Blues","W. Axl Rose",203206,6623916,0.99,Track
track1180,"Breakdown","W. Axl Rose",424960,13978284,0.99,Track
track1181,"Pretty Tied Up","Izzy Stradlin'",287477,9408754,0.99,Track
track1182,"Locomotive","Slash/W. Axl Rose",522396,17236842,0.99,Track
track1183,"So Fine","Duff McKagan",246491,8039484,0.99,Track
track1184,"Estranged","W. Axl Rose",563800,18343787,0.99,Track
track1185,"You Could Be Mine","Izzy Stradlin'/W. Axl Rose",343875,11207355,0.99,Track
track1186,"Don't Cry","Izzy Stradlin'/W. Axl Rose",284238,9222458,0.99,Track
track1187,"My World","W. Axl Rose",84532,2764045,0.99,Track
track1188,"Colibri","Richard Bull",361012,12055329,0.99,Track
track1189,"Love Is The Colour","R. Carless",251585,8419165,0.99,Track
track1190,"Magnetic Ocean","Patrick Claher/Richard Bull",321123,10720741,0.99,Track
track1191,"Deep Waters","Richard Bull",396460,13075359,0.99,Track
track1192,"L'Arc En Ciel De Miles","Kevin Robinson/Richard Bull",242390,8053997,0.99,Track
track1193,"Gypsy","Kevin Robinson",330997,11083374,0.99,Track
track1194,"Journey Into Sunlight","Jean Paul Maunick",249756,8241177,0.99,Track
track1195,"Sunchild","Graham Harvey",259970,8593143,0.99,Track
track1196,"Millenium","Maxton Gig Beesley Jnr.",379167,12511939,0.99,Track
track1197,"Thinking 'Bout Tomorrow","Fayyaz Virgi/Richard Bull",355395,11865384,0.99,Track
track1198,"Jacob's Ladder","Julian Crampton",367647,12201595,0.99,Track
track1199,"She Wears Black","G Harvey/R Hope-Taylor",528666,17617944,0.99,Track
track1200,"Dark Side Of The Cog","Jean Paul Maunick",377155,12491122,0.99,Track
track1201,"Different World",NULL,258692,4383764,0.99,Track
track1202,"These Colours Don't Run",NULL,412152,6883500,0.99,Track
track1203,"Brighter Than a Thousand Suns",NULL,526255,8721490,0.99,Track
track1204,"The Pilgrim",NULL,307593,5172144,0.99,Track
track1205,"The Longest Day",NULL,467810,7785748,0.99,Track
track1206,"Out of the Shadows",NULL,336896,5647303,0.99,Track
track1207,"The Reincarnation of Benjamin Breeg",NULL,442106,7367736,0.99,Track
track1208,"For the Greater Good of God",NULL,564893,9367328,0.99,Track
track1209,"Lord of Light",NULL,444614,7393698,0.99,Track
track1210,"The Legacy",NULL,562966,9314287,0.99,Track
track1211,"Hallowed Be Thy Name (Live) [Non Album Bonus Track]",NULL,431262,7205816,0.99,Track
track1212,"The Number Of The Beast","Steve Harris",294635,4718897,0.99,Track
track1213,"The Trooper","Steve Harris",235311,3766272,0.99,Track
track1214,"Prowler","Steve Harris",255634,4091904,0.99,Track
track1215,"Transylvania","Steve Harris",265874,4255744,0.99,Track
track1216,"Remember Tomorrow","Paul Di'Anno/Steve Harris",352731,5648438,0.99,Track
track1217,"Where Eagles Dare","Steve Harris",289358,4630528,0.99,Track
track1218,"Sanctuary","David Murray/Paul Di'Anno/Steve Harris",293250,4694016,0.99,Track
track1219,"Running Free","Paul Di'Anno/Steve Harris",228937,3663872,0.99,Track
track1220,"Run To The Hilss","Steve Harris",237557,3803136,0.99,Track
track1221,"2 Minutes To Midnight","Adrian Smith/Bruce Dickinson",337423,5400576,0.99,Track
track1222,"Iron Maiden","Steve Harris",324623,5195776,0.99,Track
track1223,"Hallowed Be Thy Name","Steve Harris",471849,7550976,0.99,Track
track1224,"Be Quick Or Be Dead","Bruce Dickinson/Janick Gers",196911,3151872,0.99,Track
track1225,"From Here To Eternity","Steve Harris",259866,4159488,0.99,Track
track1226,"Can I Play With Madness","Adrian Smith/Bruce Dickinson/Steve Harris",282488,4521984,0.99,Track
track1227,"Wasting Love","Bruce Dickinson/Janick Gers",347846,5566464,0.99,Track
track1228,"Tailgunner","Bruce Dickinson/Steve Harris",249469,3993600,0.99,Track
track1229,"The Evil That Men Do","Adrian Smith/Bruce Dickinson/Steve Harris",325929,5216256,0.99,Track
track1230,"Afraid To Shoot Strangers","Steve Harris",407980,6529024,0.99,Track
track1231,"Bring Your Daughter... To The Slaughter","Bruce Dickinson",317727,5085184,0.99,Track
track1232,"Heaven Can Wait","Steve Harris",448574,7178240,0.99,Track
track1233,"The Clairvoyant","Steve Harris",269871,4319232,0.99,Track
